Zip Code,totalPop,whiteAlonePop,blackAlonePop,nativeAlonePop,asianAlonePop,hawaiiAlonePop,otherAlonePop,twoOrMorePop
56433,1840,1782,3,23,8,0,2,22
56434,235,233,0,1,1,0,0,0
56435,2372,2296,2,12,12,1,5,44
56436,67,62,1,0,0,0,0,4
56437,1380,1333,5,1,14,0,8,19
56438,2949,2851,25,6,6,0,31,30
56440,1409,1382,5,1,2,0,5,14
56441,3596,3477,13,38,17,3,3,45
56442,2381,2341,6,8,6,0,4,16
56443,1417,1391,6,3,1,0,2,14
56444,3087,3007,17,16,13,0,5,29
56446,1597,1564,1,2,8,0,4,18
56447,1150,1119,3,2,0,0,9,17
56448,332,329,0,0,0,0,3,0
56449,1769,1734,4,11,7,0,2,11
56450,1017,850,1,129,2,1,3,31
56452,1755,1733,1,4,1,0,0,16
56453,871,858,0,3,0,0,3,7
56455,1488,1444,7,11,6,0,2,18
56456,50,50,0,0,0,0,0,0
56458,357,340,1,7,3,0,0,6
56461,3241,2953,13,175,16,1,9,74
56464,4336,4239,11,22,6,0,7,51
56465,2062,2023,3,5,2,0,2,27
56466,3116,3019,2,22,7,0,20,46
56467,2412,2333,7,17,2,1,11,41
56468,4589,4483,14,21,26,0,12,33
56469,998,951,13,20,1,0,3,10
56470,10334,9945,19,147,7,0,57,159
56472,7459,7316,18,31,20,0,16,58
56473,3380,3298,10,21,7,1,7,36
56474,4244,4126,4,35,16,0,6,57
56475,1655,1621,4,2,5,0,6,17
56477,2758,2693,6,12,4,0,10,33
56479,5384,5172,31,47,31,4,14,85
56481,2031,1955,3,8,4,0,9,52
56482,6666,6413,96,19,19,0,14,105
56484,3205,2509,6,560,19,1,11,99
56501,16290,15066,80,567,93,7,57,420
56510,2333,2198,3,24,17,0,46,45
56511,1878,1781,21,31,1,0,4,40
56514,3696,3628,13,14,5,2,7,27
56515,2892,2828,8,18,5,2,3,28
56516,294,251,0,27,1,0,1,14
56517,279,273,0,0,0,0,0,6
56518,388,375,0,1,1,0,2,9
56519,300,287,0,2,2,0,3,6
56520,3983,3844,8,52,14,0,11,54
56521,757,527,4,157,0,0,4,65
56522,538,517,1,1,2,0,13,4
56523,539,514,5,4,0,0,8,8
56524,661,650,3,1,0,0,0,7
56525,106,106,0,0,0,0,0,0
56527,840,824,0,3,1,0,5,7
56528,1673,1641,2,4,7,2,1,16
56529,4026,3756,19,86,34,1,48,82
56531,1994,1941,4,4,4,0,6,35
56533,291,285,0,3,1,0,0,2
56534,1164,1149,5,6,2,0,0,2
56535,1363,1314,2,21,6,0,0,20
56536,482,468,0,1,3,0,1,9
56537,18548,17834,187,114,108,4,61,240
56540,1962,1916,3,7,5,0,3,28
56541,24,23,0,0,0,0,1,0
56542,2829,2700,0,57,8,0,1,63
56543,276,265,0,2,4,0,3,2
56544,5294,5009,25,101,17,1,8,133
56545,682,642,6,4,2,0,5,23
56546,346,332,0,4,0,0,2,8
56547,2700,2572,18,41,5,0,27,37
56548,771,729,1,17,0,0,9,15
56549,4508,4369,8,30,29,0,10,62
56550,414,395,0,4,0,0,14,1
56551,2237,2196,3,4,12,0,7,15
56552,429,414,3,3,1,0,2,6
56553,293,292,0,0,0,0,1,0
56554,2709,2649,4,20,6,1,4,25
56556,1160,1114,3,9,12,1,2,19
56557,2811,1550,7,1045,1,0,0,208
56560,40766,37169,782,596,765,17,419,1018
56565,107,107,0,0,0,0,0,0
56566,668,47,0,589,0,0,1,31
56567,3169,3086,5,24,2,0,9,43
56568,142,132,0,0,0,0,7,3
56569,1357,556,0,654,0,0,1,146
56570,1238,1198,1,31,3,0,0,5
56571,1800,1765,3,5,3,0,7,17
56572,5454,4745,148,35,88,17,307,114
56573,5993,5751,37,24,22,2,78,79
56574,266,253,0,2,1,0,3,7
56575,763,307,0,427,1,0,5,23
56576,799,773,1,12,0,0,1,12
56577,21,18,1,0,0,0,0,2
56578,747,699,0,13,2,0,1,32
56579,1136,1112,1,4,2,1,2,14
56580,1171,1148,0,2,2,0,8,11
56581,287,263,0,8,1,0,4,11
56583,168,163,0,1,0,0,3,1
56584,1553,1453,3,45,1,0,7,44
56585,1049,990,4,29,2,0,5,19
56586,1839,1790,12,3,6,0,10,18
56587,1404,1377,1,10,2,0,2,12
56588,568,551,0,1,0,5,1,10
56589,1975,928,4,791,3,0,1,248
56590,373,368,1,0,1,0,0,3
56591,170,8,0,159,0,0,0,3
56592,516,486,4,11,1,0,6,8
56593,14,14,0,0,0,0,0,0
56594,440,431,0,3,0,0,0,6
56601,32225,27949,235,2527,285,13,97,1119
56621,4639,3829,26,583,14,0,5,182
56623,2749,2630,11,18,19,0,10,61
56626,356,106,0,233,0,0,0,17
56627,309,302,0,4,0,0,0,3
56628,1681,1624,7,22,9,0,0,19
56629,197,194,0,2,1,0,0,0
56630,2117,1996,5,55,5,1,9,46
56633,4541,1543,3,2697,15,0,15,268
56634,1639,1571,2,34,5,0,5,22
56636,5137,4016,12,924,6,1,6,172
56637,227,225,0,2,0,0,0,0
56639,459,448,1,1,2,0,0,7
56641,324,143,1,146,1,0,3,30
56644,787,749,2,24,2,0,0,10
56646,355,337,5,3,6,0,0,4
56647,839,792,4,13,5,4,0,21
56649,9932,9394,75,188,25,3,22,225
56650,722,687,0,21,1,0,4,9
56651,538,412,1,92,0,1,2,30
56652,539,522,0,9,0,0,0,8
56653,1336,1319,1,5,3,0,1,7
56654,153,145,0,0,8,0,0,0
56655,1303,1203,0,80,5,0,0,15
56657,304,293,0,4,1,0,2,4
56658,6,6,0,0,0,0,0,0
56659,54,47,0,6,0,0,0,1
56660,240,223,2,9,3,0,0,3
56661,942,898,2,17,1,0,6,18
56662,511,496,1,3,1,0,0,10
56663,220,144,1,59,0,0,0,16
56666,1066,10,5,1033,0,0,2,16
56667,662,625,4,21,0,0,0,12
56668,136,133,0,0,1,0,0,2
56669,375,371,0,0,0,0,1,3
56670,1440,23,0,1397,2,0,2,16
56671,3371,27,4,3298,1,0,3,38
56672,2097,1876,7,165,3,0,1,45
56673,795,771,2,9,7,0,0,6
56676,1663,1561,3,37,0,1,9,52
56678,1321,1261,0,17,5,0,2,36
56680,117,111,0,3,0,0,0,3
56681,318,221,0,88,1,0,0,8
56683,772,744,1,8,8,0,1,10
56684,282,272,0,0,1,0,0,9
56685,117,116,0,0,0,0,0,1
56686,984,942,3,5,12,0,3,19
56687,73,65,0,0,0,0,0,8
56688,157,152,0,2,0,0,0,3
56701,12690,11875,185,204,75,1,107,243
56710,490,444,1,2,1,0,35,7
56711,96,95,0,0,0,0,0,1
56713,1022,994,0,2,0,0,19,7
56714,1157,1120,2,4,13,0,5,13
56715,350,344,0,1,2,0,0,3
56716,9416,8564,129,149,130,0,246,198
56720,57,57,0,0,0,0,0,0
56721,10096,9297,113,165,48,1,209,263
56722,386,364,2,6,1,0,0,13
56723,970,948,2,9,0,0,5,6
56724,159,152,1,0,0,0,0,6
56725,978,943,5,7,11,0,5,7
56726,1631,1604,5,7,4,0,1,10
56727,769,737,1,12,7,0,0,12
56728,1364,1347,1,1,6,0,1,8
56729,140,135,0,1,1,0,0,3
56731,93,89,0,0,0,0,4,0
56732,1136,1128,2,1,3,0,0,2
56733,390,383,0,0,3,0,0,4
56734,467,458,0,0,1,0,5,3
56735,816,800,8,0,2,0,2,4
56736,903,880,0,7,0,0,1,15
56737,871,859,3,4,3,0,0,2
56738,1368,1332,13,12,0,3,1,7
56741,23,23,0,0,0,0,0,0
56742,918,863,1,39,1,0,0,14
56744,621,559,0,6,1,0,48,7
56748,600,588,0,5,0,0,1,6
56750,2539,2451,10,7,3,4,26,38
56751,5575,5464,8,24,29,3,4,43
56754,546,533,0,3,0,0,9,1
56755,102,101,0,1,0,0,0,0
56756,799,743,4,14,13,0,2,23
56757,932,904,1,1,1,0,19,6
56758,418,403,0,4,2,0,2,7
56759,364,346,0,0,7,0,1,10
56760,358,349,0,0,0,0,2,7
56761,488,480,0,0,1,0,0,7
56762,2494,2420,7,9,8,0,29,21
56763,5180,4585,18,148,321,0,5,103
57001,1672,1635,1,6,6,6,3,15
57002,863,809,0,14,2,0,21,17
57003,1879,1783,9,11,5,1,41,29
57004,3356,3301,6,4,7,0,10,28
57005,10473,10153,58,53,59,1,29,120
57006,24530,22696,239,237,839,8,135,376
57010,493,470,0,9,4,0,7,3
57012,1160,1119,0,14,3,1,9,14
57013,4440,4283,13,52,28,0,8,56
57014,1471,1446,3,12,2,0,2,6
57015,787,768,4,2,3,0,0,10
57016,693,681,3,1,0,0,0,8
57017,1340,1268,19,21,6,0,5,21
57018,1372,1355,1,5,1,0,0,10
57020,1502,1477,0,2,3,0,6,14
57021,276,276,0,0,0,0,0,0
57022,4996,4893,12,28,10,0,10,43
57024,428,382,0,28,2,0,2,14
57025,2795,2704,7,15,9,0,23,37
57026,1458,1299,6,4,0,0,124,25
57027,109,109,0,0,0,0,0,0
57028,3448,2388,11,841,56,0,35,117
57029,2023,1920,19,16,6,0,33,29
57030,2959,2905,5,9,3,0,9,28
57031,741,713,0,12,3,0,3,10
57032,5906,5756,22,9,19,0,12,88
57033,4713,4588,18,34,15,2,9,47
57034,712,697,0,6,2,0,4,3
57035,1200,1167,4,8,1,0,7,13
57036,811,785,3,10,0,0,1,12
57037,819,807,0,5,1,0,4,2
57038,1667,1623,7,3,4,1,2,27
57039,3265,3212,8,13,8,0,0,24
57040,389,388,0,0,0,0,0,1
57041,97,93,0,2,1,0,0,1
57042,8415,8041,47,61,75,3,82,106
57043,1378,1346,6,13,1,0,3,9
57045,996,977,2,5,2,0,1,9
57046,626,611,1,8,0,0,1,5
57047,256,253,0,0,1,0,0,2
57048,1170,1151,1,2,0,0,9,7
57049,5789,5384,69,47,106,4,46,133
57050,191,184,1,5,0,0,0,1
57051,263,263,0,0,0,0,0,0
57052,452,447,0,0,2,0,0,3
57053,1893,1818,5,22,8,3,15,22
57054,502,484,5,3,2,0,2,6
57055,1090,1055,8,8,2,0,5,12
57057,152,149,0,0,0,0,3,0
57058,1973,1952,2,4,1,0,8,6
57059,1522,1489,9,7,4,0,0,13
57061,102,99,0,0,1,0,0,2
57062,2410,1824,58,465,2,0,12,49
57063,1006,982,0,0,1,0,14,9
57064,5072,4930,29,11,7,0,13,82
57065,397,361,2,14,3,0,0,17
57066,1508,1484,1,9,1,0,6,7
57067,537,512,3,2,1,1,3,15
57068,1512,1465,6,8,4,2,10,17
57069,11988,10809,183,410,226,4,57,299
57070,1387,1369,0,6,0,0,1,11
57071,2758,2694,6,11,15,0,11,21
57072,584,575,1,3,0,0,4,1
57073,711,700,2,0,0,0,4,5
57075,893,884,3,4,1,0,0,1
57076,521,517,1,0,1,0,1,1
57077,1324,1284,9,9,6,1,0,15
57078,19121,17574,335,558,113,5,238,298
57103,34480,28203,2292,1027,847,54,1114,943
57104,25901,19763,2116,1731,489,28,827,947
57105,22268,20357,458,529,184,21,252,467
57106,39852,36496,753,491,685,16,502,909
57107,8044,7209,243,151,58,5,166,212
57108,17267,16463,161,77,304,5,40,217
57110,12309,11071,489,144,227,3,164,211
57117,61,55,3,2,0,1,0,0
57197,959,941,8,4,4,0,0,2
57201,24983,23757,89,525,118,0,169,325
57212,2062,2011,6,15,9,0,6,15
57213,485,484,0,0,0,0,0,1
57214,75,70,0,0,5,0,0,0
57216,1044,1023,0,1,6,0,6,8
57217,244,244,0,0,0,0,0,0
57218,327,318,0,0,1,0,5,3
57219,567,560,0,0,1,0,1,5
57220,767,737,2,12,2,1,6,7
57221,808,803,1,1,1,0,2,0
57223,1356,1308,8,5,4,0,18,13
57224,195,177,1,12,0,0,3,2
57225,1873,1850,1,0,2,0,4,16
57226,2072,2029,7,0,3,0,8,25
57227,434,428,0,3,0,0,2,1
57231,1695,1670,1,7,3,0,3,11
57232,299,228,0,58,0,0,0,13
57233,118,117,0,0,0,0,0,1
57234,1274,1209,0,7,2,0,41,15
57235,844,832,0,7,0,0,0,5
57236,118,115,0,0,0,0,0,3
57237,665,658,2,4,0,0,0,1
57238,483,462,0,0,1,0,15,5
57239,223,216,1,4,0,0,0,2
57241,1048,1016,0,6,3,0,15,8
57242,432,424,1,0,0,0,2,5
57243,604,590,1,2,2,0,1,8
57245,126,125,0,0,0,0,1,0
57246,161,159,0,1,0,0,0,1
57247,320,307,0,8,5,0,0,0
57248,1057,1013,4,2,2,0,26,10
57249,994,978,0,2,1,0,4,9
57251,127,119,0,2,0,0,0,6
57252,4800,4647,9,21,14,0,72,37
57255,538,397,1,115,0,0,4,21
57256,127,118,0,7,0,0,0,2
57257,810,190,0,588,2,0,4,26
57258,385,379,2,0,0,0,3,1
57259,505,499,1,0,0,0,0,5
57260,1093,985,4,59,1,0,12,32
57261,321,313,0,5,0,0,0,3
57262,4963,2200,4,2548,12,0,10,189
57263,450,430,1,7,2,0,0,10
57264,219,210,0,3,0,0,1,5
57265,225,221,0,3,0,0,0,1
57266,607,488,1,94,1,0,2,21
57268,443,416,0,8,0,0,16,3
57269,413,410,0,1,1,0,0,1
57270,904,477,1,148,0,0,259,19
57271,247,241,4,0,0,0,0,2
57272,173,169,2,0,0,0,0,2
57273,1316,766,0,501,3,0,0,46
57274,2813,2701,5,47,8,0,13,39
57276,1178,1158,1,7,6,0,1,5
57278,748,722,0,1,0,0,19,6
57279,1058,965,0,74,3,0,2,14
57301,18375,17338,81,459,93,11,100,293
57311,1616,1592,0,9,5,0,4,6
57312,516,476,0,2,0,3,30,5
57313,1128,1089,4,22,2,0,1,10
57314,734,717,0,0,1,0,5,11
57315,987,935,0,21,2,0,13,16
57317,526,385,0,128,0,0,5,8
57319,1003,977,4,3,3,1,5,10
57321,388,378,2,0,5,1,1,1
57322,296,287,1,1,0,0,2,5
57323,215,206,0,1,1,0,3,4
57324,383,370,0,0,0,0,4,9
57325,3054,2543,8,413,5,1,2,82
57328,1134,1114,1,10,1,0,0,8
57329,258,226,0,23,2,0,4,3
57330,625,581,7,22,0,0,8,7
57331,459,455,2,0,1,0,1,0
57332,730,719,0,1,3,0,0,7
57334,895,872,0,6,4,0,1,12
57335,244,239,2,3,0,0,0,0
57337,140,138,0,0,2,0,0,0
57339,1525,79,4,1426,0,0,0,16
57340,355,355,0,0,0,0,0,0
57341,151,138,0,11,1,0,0,1
57342,558,529,0,10,1,0,1,17
57344,155,154,0,0,0,0,0,1
57345,1238,1144,1,62,3,1,3,24
57346,68,11,0,57,0,0,0,0
57348,527,510,1,1,1,0,8,6
57349,1493,1460,0,3,1,0,13,16
57350,14534,12804,138,185,625,17,511,254
57353,829,810,0,1,0,0,4,14
57355,1352,1296,4,32,2,0,5,13
57356,1993,928,4,955,4,0,4,98
57358,34,34,0,0,0,0,0,0
57359,649,636,0,3,0,0,3,7
57361,198,13,0,181,0,0,0,4
57362,2149,2107,3,7,6,0,5,21
57363,1003,965,1,26,0,2,1,8
57364,56,54,0,2,0,0,0,0
57365,522,469,1,31,3,0,3,15
57366,2228,2178,4,26,2,0,3,15
57367,210,178,0,21,1,0,0,10
57368,1226,1124,7,35,3,0,50,7
57369,2495,2447,1,14,5,0,5,23
57370,814,613,0,168,2,0,2,29
57371,234,231,0,0,3,0,0,0
57373,437,434,0,1,0,0,1,1
57374,343,334,1,0,0,0,0,8
57375,647,642,0,0,5,0,0,0
57376,1010,992,1,5,1,0,1,10
57379,84,83,0,0,0,0,0,1
57380,3470,1654,3,1690,6,0,17,100
57381,490,483,0,1,0,0,1,5
57382,1591,1570,0,3,4,0,4,10
57383,732,708,4,5,10,0,0,5
57384,839,829,0,1,6,0,3,0
57385,1221,1199,1,3,3,0,5,10
57386,209,198,7,0,0,0,0,4
57401,30061,27744,183,1055,340,42,134,563
57420,75,75,0,0,0,0,0,0
57421,88,87,0,0,1,0,0,0
57422,235,230,1,0,0,0,4,0
57424,291,290,0,0,1,0,0,0
57426,63,61,0,1,1,0,0,0
57427,620,606,1,7,0,0,0,6
57428,710,689,0,2,1,0,16,2
57429,94,93,0,0,0,0,0,1
57430,2243,2204,6,13,2,0,3,15
57432,465,459,0,3,0,0,0,3
57433,383,371,2,0,3,0,1,6
57434,566,564,1,0,0,0,1,0
57435,247,245,0,0,0,0,0,2
57436,384,381,0,1,0,0,0,2
57437,1286,1266,0,0,5,0,0,15
57438,1580,1559,3,3,1,0,1,13
57439,52,51,0,0,0,0,0,1
57440,612,587,0,5,0,0,13,7
57441,607,597,0,3,1,0,0,6
57442,1664,1513,3,124,3,0,0,21
57445,2068,2014,6,11,3,0,5,29
57446,472,462,0,2,2,0,1,5
57448,348,343,0,0,2,0,0,3
57449,146,142,0,1,0,0,0,3
57450,672,659,0,0,3,1,4,5
57451,2293,2252,1,16,3,0,0,21
57452,278,268,0,4,0,0,0,6
57454,558,545,0,9,1,0,0,3
57455,96,92,0,2,0,0,0,2
57456,862,844,1,1,1,1,0,14
57457,90,82,0,0,0,2,5,1
57460,365,359,1,0,1,0,1,3
57461,392,384,0,3,0,0,0,5
57465,371,366,0,3,0,0,0,2
57466,124,123,0,0,0,0,0,1
57467,293,289,0,0,0,0,0,4
57468,247,241,1,2,0,0,2,1
57469,3305,3174,14,64,5,1,13,34
57470,143,143,0,0,0,0,0,0
57471,674,651,3,1,1,0,5,13
57472,953,912,0,24,0,0,2,15
57473,161,159,0,0,2,0,0,0
57474,197,191,0,4,0,0,1,1
57475,160,156,1,1,1,0,0,1
57476,463,455,1,2,1,0,0,4
57477,117,117,0,0,0,0,0,0
57479,666,646,2,8,3,0,0,7
57481,598,581,0,12,0,0,4,1
57501,16309,14076,74,1612,90,0,69,388
57520,153,152,0,0,0,0,0,1
57521,167,140,0,17,1,0,4,5
57522,463,413,9,22,1,0,13,5
57523,1094,1044,2,25,1,0,1,21
57528,748,717,0,18,3,0,0,10
57529,395,348,1,21,3,0,2,20
57531,228,225,0,0,0,0,0,3
57532,2835,2541,9,194,4,0,5,82
57533,1900,1758,2,97,8,0,1,34
57534,183,177,0,5,0,0,0,1
57536,469,314,2,148,0,1,0,4
57537,83,81,0,2,0,0,0,0
57538,322,252,0,52,0,0,1,17
57540,106,102,0,1,0,0,0,3
57541,167,86,0,79,0,0,1,1
57543,870,710,3,116,0,0,1,40
57544,419,347,1,59,0,0,0,12
57547,139,103,0,26,0,0,1,9
57548,1380,66,0,1262,3,1,0,48
57551,2279,1002,4,1131,13,3,5,121
57552,554,524,1,10,1,4,0,14
57553,153,141,0,7,0,0,0,5
57555,3834,491,7,3240,10,0,5,81
57559,638,606,1,19,0,0,0,12
57560,436,82,0,347,0,0,0,7
57562,98,93,0,1,0,0,0,4
57563,240,16,0,213,0,0,2,9
57564,995,958,0,13,0,0,0,24
57566,1060,34,0,1008,0,0,6,12
57567,1406,1332,2,26,7,1,1,37
57568,689,658,0,20,0,0,1,10
57569,445,363,1,61,4,0,1,15
57570,2064,79,3,1951,1,0,4,26
57571,14,12,0,1,0,0,0,1
57572,1847,60,4,1769,0,0,1,13
57574,104,95,0,6,0,0,0,3
57576,204,196,0,2,0,0,0,6
57577,1211,73,0,1087,0,0,1,50
57579,1330,534,2,708,3,0,5,78
57580,4449,3563,6,738,8,0,12,122
57584,125,120,0,2,0,0,0,3
57585,226,162,0,43,2,0,0,19
57601,4003,2921,6,931,13,0,7,125
57620,515,505,0,2,0,0,0,8
57621,378,7,0,367,0,0,0,4
57622,318,21,0,291,0,0,0,6
57623,1042,412,3,598,0,0,2,27
57625,4230,356,8,3719,8,0,7,132
57626,971,761,2,168,3,0,14,23
57630,32,22,0,10,0,0,0,0
57631,361,354,1,3,0,0,2,1
57632,634,621,1,3,1,0,0,8
57633,414,338,0,64,0,0,0,12
57634,115,107,0,1,1,0,0,6
57636,164,53,0,105,1,0,0,5
57638,1921,1866,2,29,3,0,1,20
57639,371,9,0,356,0,0,1,5
57640,176,172,0,2,0,0,0,2
57641,295,245,0,41,1,0,1,7
57642,1917,374,3,1452,9,1,8,70
57644,335,314,0,13,1,0,1,6
57645,217,203,0,10,1,0,1,2
57646,199,198,0,0,0,0,0,1
57648,335,330,0,1,0,0,3,1
57649,217,215,0,1,0,0,0,1
57650,29,29,0,0,0,0,0,0
57651,115,112,0,2,0,0,0,1
57652,402,40,0,345,0,0,5,12
57656,723,416,0,263,0,0,1,43
57657,203,154,0,39,0,1,0,9
57658,446,25,0,414,0,0,1,6
57660,99,93,0,6,0,0,0,0
57661,88,6,0,78,0,0,0,4
57701,43462,32624,507,7336,525,32,342,2096
57702,32980,30312,235,1219,277,18,163,756
57703,14205,12593,123,672,128,12,96,581
57706,2903,2217,247,22,82,16,133,186
57714,872,42,0,818,0,0,1,11
57716,486,54,0,427,0,0,1,4
57717,8007,7551,11,145,17,3,78,202
57718,6307,5842,43,185,35,4,27,171
57719,6217,5133,166,388,99,13,68,350
57720,651,627,1,8,0,0,1,14
57722,283,213,0,54,7,0,1,8
57724,210,197,0,7,1,0,2,3
57725,162,149,0,6,1,0,0,6
57730,5315,5007,13,171,22,1,14,87
57732,1979,1896,5,29,6,1,11,31
57735,1327,1239,1,44,0,0,5,38
57738,170,155,2,2,0,0,3,8
57741,63,60,2,0,0,0,0,1
57744,2238,1958,0,200,7,1,10,62
57745,2109,1876,6,67,5,0,115,40
57747,5870,5192,47,435,27,3,11,155
57748,318,112,0,195,1,0,0,10
57750,295,137,3,121,0,0,0,34
57751,844,795,1,23,3,1,1,20
57752,2245,83,1,2135,3,0,3,20
57754,3793,3603,9,65,16,1,17,82
57755,116,115,0,1,0,0,0,0
57756,1126,22,1,1094,0,0,1,8
57758,200,195,0,2,0,0,1,2
57759,546,446,18,64,2,1,5,10
57760,1353,1259,9,25,4,5,8,43
57761,1210,1121,0,56,1,0,7,25
57762,531,505,2,8,1,0,2,13
57763,282,246,0,23,0,0,8,5
57764,1923,41,0,1859,1,0,2,20
57766,237,218,1,9,0,0,0,9
57767,149,139,0,1,8,0,0,1
57769,3515,3357,8,57,10,0,10,73
57770,5271,135,2,5076,4,2,9,43
57772,2048,65,0,1963,0,0,0,20
57773,133,126,0,3,0,0,2,2
57775,230,206,2,12,1,1,4,4
57776,15,15,0,0,0,0,0,0
57779,333,324,0,1,2,0,1,5
57780,102,81,0,9,2,0,1,9
57782,61,51,0,7,0,0,0,3
57783,14290,13512,41,254,110,3,76,294
57785,9377,8871,23,209,35,3,44,192
57787,365,360,0,0,0,0,0,5
57788,485,463,0,13,0,0,0,9
57790,1111,1004,7,54,3,0,1,42
57791,190,184,1,4,0,0,0,1
57792,129,126,0,0,0,0,0,3
57793,1913,1797,8,55,4,0,3,46
57794,644,10,0,632,0,0,1,1
57799,660,594,6,23,15,0,2,20
58001,55,53,1,1,0,0,0,0
58002,23,23,0,0,0,0,0,0
58004,266,251,0,8,1,0,0,6
58005,854,837,1,7,1,0,0,8
58006,427,421,0,0,1,0,0,5
58007,119,116,1,0,0,0,0,2
58008,229,227,1,0,0,0,0,1
58009,102,96,0,5,0,0,0,1
58011,391,377,1,3,1,0,0,9
58012,2474,2407,2,20,2,1,9,33
58013,101,98,1,0,0,0,0,2
58015,291,288,0,0,2,0,1,0
58016,192,189,0,1,0,0,2,0
58017,313,306,0,5,1,0,0,1
58018,324,322,0,1,0,0,1,0
58021,447,424,2,2,0,0,10,9
58027,1391,1373,2,8,3,0,2,3
58029,129,126,0,1,0,0,0,2
58030,649,617,2,6,1,0,11,12
58031,414,405,1,7,0,0,0,1
58032,722,715,1,1,0,1,2,2
58033,374,367,4,0,1,0,0,2
58035,262,257,1,2,0,0,0,2
58036,274,272,0,1,0,0,0,1
58038,332,320,0,6,0,0,2,4
58040,920,895,0,6,5,0,10,4
58041,1545,1473,1,41,2,1,5,22
58042,1386,1366,4,6,1,0,2,7
58043,167,162,0,3,0,0,0,2
58045,2230,2127,2,24,10,0,48,19
58046,583,579,0,0,0,0,2,2
58047,3560,3483,11,36,4,0,7,19
58048,418,410,0,0,0,1,0,7
58049,289,289,0,0,0,0,0,0
58051,1458,1425,1,6,1,0,8,17
58052,581,576,0,3,0,0,0,2
58053,1171,1131,3,21,2,3,0,11
58054,3128,3043,11,13,16,3,5,37
58056,191,187,0,2,0,0,0,2
58057,147,145,2,0,0,0,0,0
58058,123,113,0,3,1,0,0,6
58059,1168,1114,26,6,6,0,7,9
58060,1329,1318,0,3,1,0,1,6
58061,413,401,0,7,1,0,0,4
58062,174,173,0,0,0,0,0,1
58063,340,330,0,2,1,0,6,1
58064,450,445,0,0,1,0,0,4
58065,22,22,0,0,0,0,0,0
58067,243,237,0,2,1,0,0,3
58068,321,313,0,3,0,0,0,5
58069,176,171,0,0,0,1,0,4
58071,409,403,0,4,0,0,0,2
58072,7997,7662,83,56,54,2,16,124
58075,9276,8701,73,241,78,7,34,142
58076,236,201,26,4,0,0,1,4
58077,787,777,3,0,0,0,3,4
58078,26321,24633,515,250,362,6,94,461
58079,530,519,4,7,0,0,0,0
58081,845,819,0,5,2,0,11,8
58102,29850,26907,476,490,1244,11,136,586
58103,47302,41939,1839,811,1153,15,383,1162
58104,28322,26434,511,149,647,17,128,436
58105,2483,2274,34,13,107,1,12,42
58201,34880,31899,671,731,531,11,237,800
58202,1839,1718,23,32,24,0,8,34
58203,18229,15778,373,779,640,9,168,482
58204,2107,1640,201,9,58,17,57,125
58205,260,185,40,3,9,0,11,12
58210,322,310,2,0,1,0,6,3
58212,474,461,0,3,1,0,0,9
58214,367,348,0,1,1,0,1,16
58216,153,151,0,2,0,0,0,0
58218,700,685,1,3,1,0,6,4
58219,47,47,0,0,0,0,0,0
58220,2360,2270,8,34,5,2,4,37
58222,295,282,0,2,0,0,10,1
58223,212,210,0,0,0,0,0,2
58224,41,40,1,0,0,0,0,0
58225,1125,1099,4,5,0,0,8,9
58227,504,490,0,0,1,0,7,6
58228,880,775,24,34,13,1,8,25
58229,114,111,0,0,1,0,2,0
58230,663,641,1,12,0,0,3,6
58231,490,471,0,3,1,0,6,9
58233,283,277,0,0,0,0,4,2
58235,418,401,1,1,0,0,5,10
58237,5499,4988,15,126,23,4,266,77
58238,167,164,0,0,0,0,0,3
58239,71,70,0,0,1,0,0,0
58240,1276,1245,2,3,3,0,6,17
58241,126,125,0,0,0,0,0,1
58243,539,511,2,0,3,0,17,6
58244,194,188,0,3,0,0,0,3
58249,2574,2506,4,24,6,1,8,25
58250,241,233,0,3,1,0,0,4
58251,2049,1921,11,32,7,0,46,32
58254,513,504,2,0,0,1,0,6
58256,872,847,8,3,1,0,0,13
58257,2239,2128,34,13,4,1,16,43
58258,290,271,0,7,0,0,4,8
58259,454,439,0,6,0,0,1,8
58260,173,167,0,3,2,0,0,1
58261,1112,1059,2,6,1,0,25,19
58262,134,132,0,1,0,0,1,0
58265,519,508,2,2,0,0,4,3
58266,203,197,0,0,0,0,0,6
58267,1520,1490,3,2,4,1,2,18
58269,207,202,0,3,0,0,0,2
58270,1950,1884,5,27,3,0,10,21
58271,708,672,3,3,6,0,8,16
58272,312,303,1,2,2,0,0,4
58273,264,254,0,6,1,0,0,3
58274,953,916,4,9,3,0,13,8
58275,733,715,3,4,3,0,2,6
58276,503,477,0,2,0,0,22,2
58277,225,216,0,8,0,0,1,0
58278,1988,1949,3,14,3,1,4,14
58281,124,121,0,0,0,0,1,2
58282,1441,1308,3,96,0,0,2,32
58301,9864,8519,41,960,39,2,23,280
58311,60,60,0,0,0,0,0,0
58316,6486,194,7,6189,3,0,6,87
58317,226,221,0,5,0,0,0,0
58318,3684,3466,17,115,12,0,6,68
58321,161,160,0,1,0,0,0,0
58323,47,47,0,0,0,0,0,0
58324,1345,1299,2,27,0,0,2,15
58325,92,90,0,0,0,0,0,2
58327,390,370,0,13,0,0,4,3
58329,3313,518,9,2723,1,1,5,56
58330,341,331,0,3,2,3,1,1
58331,122,119,0,3,0,0,0,0
58332,320,317,0,1,1,0,1,0
