TractFIPS_1,PlaceName_1,Population2010,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,LPA_CrudePrev,OBESITY_CrudePrev,SLEEP_CrudePrev,ARTHRITIS_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CANCER_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,PHLTH_CrudePrev,TEETHLOST_CrudePrev,STROKE_CrudePrev,ACCESS2_CrudePrev,CHECKUP_CrudePrev,DENTAL_CrudePrev,BPMED_CrudePrev,CHOLSCREEN_CrudePrev,MAMMOUSE_CrudePrev,PAPTEST_CrudePrev,COLON_SCREEN_CrudePrev,COREM_CrudePrev,COREW_CrudePrev
13121004100,"Atlanta, GA",1862,13121004100,13.4,24.1,39,40.3,46.7,23,11.4,42.4,5.1,32.1,4.4,8.8,7.2,16.6,15.9,15.6,30.7,5.5,27.7,76.7,43.5,80.1,80.7,84.3,85,52.6,19.7,23.4
13121004200,"Atlanta, GA",2212,13121004200,11.9,22.7,40,40.1,43.7,26,11.6,46,6.1,34.6,5.1,9.9,8.9,19,15.6,16.3,27,6.7,27.8,78.7,48.8,82.9,81,84.8,84,59,20.7,24.9
13121004300,"Atlanta, GA",2421,13121004300,15,17.9,30,30.2,42.8,8.8,13.8,19.8,1.7,14.7,2.2,4,2,5.3,20,9,24.5,1.7,23.5,73.7,54.1,53.9,67.8,85.5,81,54,21.2,24.7
13121004400,"Atlanta, GA",2238,13121004400,13.3,25.8,41,41.2,46.8,19.2,12.5,37.5,4,27.4,4.2,8.3,6.2,14.1,19,15,32.5,5,30.4,75.5,41,74.2,73.9,85.1,84,54.6,18.5,22.8
13121004800,"Atlanta, GA",936,13121004800,12.5,22.2,39,39.5,43.1,23.2,11.9,41.1,5.4,31.6,4.8,8.9,7.3,16.6,16.7,15.4,26.1,5.8,26.9,77,49,80.1,78.1,85.1,84,58.7,20.6,24.6
13121004900,"Atlanta, GA",2481,13121004900,20.5,14.1,23,27.6,37.1,15,8.6,25.4,4.5,25.8,2.3,4.1,3.4,7.3,10.7,8.2,11.8,2.2,14.5,70,67.8,72.7,82.5,85.1,86,64.3,30.1,33.7
13121005000,"Atlanta, GA",1899,13121005000,23.5,11.9,20,22.9,33.7,13.6,7.7,22,4.9,24,2.1,3.3,3.2,5.9,9.3,6.7,10.6,1.9,13.1,67.9,73.3,71.5,82,83.4,86,67.7,32.7,32.7
13121005200,"Atlanta, GA",4094,13121005200,23.3,13.7,20,24.6,34.8,12.3,8.1,20.2,4,23,1.8,3.4,2.6,5.2,10.2,7,8.8,1.6,13.8,67.1,73.3,65.9,81.5,84,87,66.5,35.6,37.5
13121005300,"Atlanta, GA",3443,13121005300,23.3,11.3,18,23.9,34.2,11.9,7.9,20.3,4,22.5,1.7,2.8,2.4,5.2,9.1,6.1,7.8,1.5,11.8,68.2,75.7,68.1,82.7,85.6,87,69.6,34.6,38.3
13121005501,"Atlanta, GA",2307,13121005501,15.6,23.6,36,37.1,45.2,18.1,11,34.6,4,27.5,3.4,6.8,5.1,12.2,16,13,28.3,4,25.8,73.3,45.8,75.3,77.2,84.9,84,52.9,19.3,23.7
13121005502,"Atlanta, GA",2556,13121005502,12.7,26.1,41,41.8,46.9,21.3,12.6,39.5,4.5,29,4.5,8.9,6.7,15.3,18.8,15.9,33,5.5,29.4,75.9,41,76.8,75.9,85,85,53.4,18.8,21.8
13121005700,"Atlanta, GA",1544,13121005700,12.3,25.3,42,42.3,47.2,24.6,12,44.7,5.4,33,5,9.8,8.4,18.4,17.1,16.8,34.1,6.5,29.6,77.8,40.1,80.9,79.2,84.6,84,53,18.2,22
13121005800,"Atlanta, GA",1412,13121005800,14,23.6,38,37.4,45.2,20.4,10.6,38.8,4.6,30.7,3.9,7.8,6.5,14.7,15.4,14.3,27.5,4.8,27.6,74.9,46.9,78.5,79.2,83.8,84,52.8,21.7,25
13121006000,"Atlanta, GA",3390,13121006000,12.5,24.7,41,41.3,46,25.5,11.5,46.2,5.7,34.2,4.8,9.7,8.3,18.6,15.9,16.5,30,6.4,28.3,78.5,45.6,82.6,81.9,84.3,85,54.7,20.4,24.2
13121006100,"Atlanta, GA",3471,13121006100,11.6,24.2,42,42.2,46.3,27.7,11.7,48.8,6.3,35.9,5.2,10.4,9.1,20.4,15.8,17.2,31.6,7,27.9,79.8,43.9,84.2,82.9,84.3,84,55.6,20,23.9
13121006200,"Atlanta, GA",1311,13121006200,13.2,25.8,41,41.3,46.5,23.6,11.6,44,5,32.6,4.5,9.3,7.6,17.4,16.5,16.2,30.2,5.9,29.7,77.4,45.7,80.6,79.9,84.4,84,54.3,20.2,24.3
13121006300,"Atlanta, GA",1924,13121006300,13.4,25.8,41,40.7,48,23.6,11.7,43.6,5.2,32.5,4.4,9.2,7.5,17,16.3,16,36.8,5.7,29.9,77.4,38.9,80.5,80.4,83.3,83,49.7,18.6,22.5
13121006400,"Atlanta, GA",1346,13121006400,16.2,22.9,36,37.4,44.2,17.3,10.6,33.6,3.8,27.4,3.3,6.5,4.9,12.2,15.6,13.1,24.2,3.7,30.2,72.3,50.3,73.8,77.7,84.6,85,55.3,21.3,25.8
13121006500,"Atlanta, GA",3678,13121006500,14,23.8,38,38.6,44.7,23.9,11.3,42.1,5.6,32.9,4.3,8.9,7.2,16.2,15.5,15.3,27,5.4,26.8,76.6,49.1,81,81,83.8,83,57.6,21.3,26.4
13121006601,"Atlanta, GA",1889,13121006601,14.7,22.9,36,38.2,44.7,22.2,11,39.6,5.1,31.5,3.8,8,6.2,14.5,15.1,14.2,23.6,4.6,24.7,76,51.5,79.6,81.6,84.6,85,56.9,23.4,28.1
13121006602,"Atlanta, GA",1129,13121006602,11.4,32.6,49,47.3,50.1,25.9,12.8,47.7,4.8,34.4,5.4,12.2,9.1,20.6,20.8,20.6,42.2,7.4,35,76.8,33,81,77,84.2,83,46.1,16.6,18.7
13121006700,"Atlanta, GA",3570,13121006700,13.5,23.8,39,38.8,45.3,23.2,11.5,41.7,5.5,31.7,4.4,8.7,7.3,16,15.6,15.1,30.5,5.5,28.9,76.9,45.2,80,80.3,83.3,85,56.1,20.5,24.3
13121006801,"Atlanta, GA",2418,13121006801,23.5,30.6,38,38.4,45.4,12.5,7.5,31.4,2.5,26.7,2.6,6.2,4.9,10.4,15.2,12.9,26.4,3,37,63.5,39,64.7,70.8,83.7,77,39.4,18.2,
13121006802,"Atlanta, GA",1958,13121006802,10.9,35.2,51,46.4,51.4,20.8,14.5,40.2,3.6,28.1,4.9,11.3,7,15.9,25,20,53,6.2,39.3,74.9,25.8,73.9,69,83.5,82,43.7,13.7,15.9
13121006900,"Atlanta, GA",3166,13121006900,20.3,19.8,29,30.7,40.9,15.5,9.2,27.4,4.1,26.2,2.5,5.3,3.9,8.7,13,10.3,21.3,2.6,23.8,69.2,54.5,71.4,79.2,82.8,84,56.9,25,29.2
13121007001,"Atlanta, GA",3943,13121007001,12.3,27.6,44,43.4,47.6,25.4,12.1,45.7,5.3,34.2,4.9,10.7,8.3,19,17.9,18.1,34.9,6.5,30.6,77.3,39.8,81.5,79.7,84.2,84,51.1,17.9,22.3
13121007002,"Atlanta, GA",2975,13121007002,14.4,25.6,40,39.5,45.8,20,11.4,37.9,4.2,29.4,3.8,8,5.9,14.3,16.8,14.9,28.2,4.6,31.7,74.5,46,76.5,77.7,84.6,84,53.9,20.8,24.9
13121007100,"Atlanta, GA",2145,13121007100,12.1,24,42,40.5,46.5,26.1,11.7,46.4,6.2,34,5.1,9.8,8.7,18.8,15.9,16.5,35,6.7,29.5,79.2,41.7,82.7,81.3,83.8,84,53,19,22.4
