TractFIPS_1,PlaceName_1,Population2010,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,LPA_CrudePrev,OBESITY_CrudePrev,SLEEP_CrudePrev,ARTHRITIS_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CANCER_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,PHLTH_CrudePrev,TEETHLOST_CrudePrev,STROKE_CrudePrev,ACCESS2_CrudePrev,CHECKUP_CrudePrev,DENTAL_CrudePrev,BPMED_CrudePrev,CHOLSCREEN_CrudePrev,MAMMOUSE_CrudePrev,PAPTEST_CrudePrev,COLON_SCREEN_CrudePrev,COREM_CrudePrev,COREW_CrudePrev
12086003100,"Miami, FL",4416,12086003100,11.2,32.4,47,44,45.3,24.9,12,42.5,4.6,33.7,4.9,12.7,8.6,18.2,22.7,21.9,38.5,6.7,36.7,77.6,36.7,76.7,75.6,84.6,81,41,14.7,15
12086003400,"Miami, FL",2320,12086003400,12.3,30.7,44,43.4,45.4,23.9,11.2,43,4.5,33.6,4.7,11.6,8.7,17.9,20.7,20.2,35.9,6.4,33.9,78,38.5,76.6,76.9,85.3,81,42.1,15.4,16
12086003601,"Miami, FL",3027,12086003601,10.8,23.3,46,39.1,37.3,26.6,8.9,42.2,6.3,39.8,5.8,11.2,11.5,21.5,17.9,21.7,23.8,6.3,40.3,76.5,44,79.5,79.3,82.8,82,43.5,17.9,15.7
12086003602,"Miami, FL",6942,12086003602,13.5,19.2,41,34.3,34.8,21.5,7.1,34.7,5.5,37.2,4.6,8.1,9.4,17.6,15.2,18,22.1,4.5,42.5,72.3,45.3,75.9,78.9,81.4,81,42,17.9,15.9
12086003702,"Miami, FL",4655,12086003702,22.4,16.1,24,26.5,33.4,10.6,6.9,19.1,3,22.7,1.9,3.6,2.9,6,12.4,8.7,9.2,1.6,23.9,67.3,66.7,58.2,76.8,84.8,84,54.4,26.4,25.5
12086003703,"Miami, FL",1258,12086003703,24,10.9,18,22.6,30.7,8.4,6.3,14.7,2.6,19.6,1.5,2.4,2,4.1,10.1,6.3,6.6,1.1,16.9,66.6,73.9,52.5,78.2,86.6,85,57.8,31.5,28.4
12086003704,"Miami, FL",1178,12086003704,20.1,14.5,26,27.6,32.4,12.5,6.7,21.6,3.5,26.1,2.3,3.9,3.7,8.1,12.1,9.7,8.5,1.9,25,68.7,65.8,64.2,78.3,86.1,84,54.2,25.4,23.2
12086003705,"Miami, FL",1069,12086003705,26.3,8.8,16,20.7,28.9,6.1,5.8,11.3,2.1,16.4,1.2,1.5,1.3,3.1,8.9,5,4.3,0.7,18.6,65.2,76.8,44.7,78.6,87.1,87,60.9,30.6,27.1
12086003706,"Miami, FL",1622,12086003706,22.2,27,35,36.2,40.2,12.3,6.8,28,2.6,26.7,2.4,5.7,4.7,9.6,15.1,13.1,17.1,2.6,37.6,67.7,50,58.6,73.7,83.1,83,42.4,22.1,23.4
12086003707,"Miami, FL",826,12086003707,18.2,13.9,27,27.9,32.2,15.9,6.8,26.3,5,29.6,3,4.6,5.3,10.5,11.7,10.6,10.7,2.6,25.1,71.7,62.2,71.4,80.1,84.3,84,52.7,24,20.5
12086004901,"Miami, FL",3190,12086004901,14.6,17.7,39,34.4,35.1,18.2,6.8,30.1,4.6,33.7,3.8,6.3,6.9,14.9,14.9,15.8,18.1,3.4,39.6,71.1,49.5,72.6,78.8,83.2,82,42.9,18.8,16.5
12086004902,"Miami, FL",6377,12086004902,12.7,17.8,42,34,33.6,22.3,7,35.1,6,37.4,4.8,7.8,9.4,18,14.8,18,18.4,4.5,43.1,73.4,50.6,77.1,80.1,81.8,81,45.1,19.5,16.8
12086005001,"Miami, FL",6893,12086005001,13.5,17.1,40,33.3,34,21.5,6.9,34,5.8,37.1,4.4,7.3,8.7,17.1,14.2,17,18.3,4.1,41.5,73.3,50.8,76.3,81,82.1,81,44.9,19.5,17.2
12086005002,"Miami, FL",5344,12086005002,12.9,17.9,42,33.4,34.2,22.6,7.1,35.4,6,38.1,4.6,7.8,9.2,18,14.5,18,20.7,4.4,44.3,73.8,47.3,77.1,81,81.8,80,42.8,18.2,15.7
12086005102,"Miami, FL",3412,12086005102,10.8,15.5,41,32.5,32.2,26.9,7,40.9,7.7,41.8,5.6,9,11.7,20.9,13,18.7,19.8,5.5,39.7,77.2,49.8,81.9,84.2,81.2,81,47.1,19,16.9
12086005103,"Miami, FL",2451,12086005103,12.3,19.9,45,35.4,34.6,23.3,7.3,36.5,6,38.4,5.3,8.9,10.3,19.4,16.2,20,22.6,5.1,47.6,72.8,45.1,77.1,78.2,80.1,80,41.8,17.8,15.4
12086005104,"Miami, FL",3813,12086005104,13.4,19.5,42,35.5,34.8,20.5,7.3,32.8,5.1,35.9,4.5,7.7,8.3,17,16.2,18.2,20.3,4.2,44.1,71.5,47.4,74.4,77.7,82.1,81,43,18.2,16.2
12086005201,"Miami, FL",5461,12086005201,13.1,24.5,48,38.3,36.4,21.4,7.9,34.6,4.8,37,4.8,9.4,9.3,18.7,18.9,21.5,24.1,4.8,51.2,70.2,42.1,73.4,74.9,81.5,80,38.8,16.9,15
12086005202,"Miami, FL",5733,12086005202,14.1,21.6,44,35.6,36,20.3,7.3,33.3,5,35.4,4.5,8,8.9,16.9,16.7,18.8,24.2,4.4,48.5,70.6,42.8,73.2,76,80.9,80,39.4,17.3,14
12086005302,"Miami, FL",7230,12086005302,10.9,23.1,50,39.6,36.4,26,7.8,40.7,6.1,41.3,6.4,11.3,12.9,23.3,18.5,24.1,30.7,6.5,50.5,72.9,35.4,78.8,76.9,80.9,80,35.8,14.8,12.4
